# WordPress blogi → blog.ksa.ee redirects
# Yoast SEO Premium → Redirects → Import (CSV)

old_url,new_url,type
/blogi/%d1%87%d1%82%d0%be-%d0%be%d0%bf%d1%80%d0%b5%d0%b4%d0%b5%d0%bb%d1%8f%d0%b5%d1%82-%d1%81%d1%82%d0%be%d0%b8%d0%bc%d0%be%d1%81%d1%82%d1%8c-%d0%bb%d0%b0%d0%b7%d0%b5%d1%80%d0%bd%d0%be%d0%b9-%d0%bf%d1%80,https://blog.ksa.ee/%d1%87%d1%82%d0%be-%d0%be%d0%bf%d1%80%d0%b5%d0%b4%d0%b5%d0%bb%d1%8f%d0%b5%d1%82-%d1%81%d1%82%d0%be%d0%b8%d0%bc%d0%be%d1%81%d1%82%d1%8c-%d0%bb%d0%b0%d0%b7%d0%b5%d1%80%d0%bd%d0%be%d0%b9-%d0%bf%d1%80,301
/blogi/%d1%8d%d0%ba%d1%80%d0%b0%d0%bd%d0%bd%d0%be%d0%b5-%d0%b2%d1%80%d0%b5%d0%bc%d1%8f-%d0%b8-%d0%b3%d0%bb%d0%b0%d0%b7%d0%b0-%d1%87%d1%82%d0%be-%d0%bd%d0%b0-%d1%81%d0%b0%d0%bc%d0%be%d0%bc-%d0%b4%d0%b5%d0%bb,https://blog.ksa.ee/%d1%8d%d0%ba%d1%80%d0%b0%d0%bd%d0%bd%d0%be%d0%b5-%d0%b2%d1%80%d0%b5%d0%bc%d1%8f-%d0%b8-%d0%b3%d0%bb%d0%b0%d0%b7%d0%b0-%d1%87%d1%82%d0%be-%d0%bd%d0%b0-%d1%81%d0%b0%d0%bc%d0%be%d0%bc-%d0%b4%d0%b5%d0%bb,301
/blogi/%d1%8d%d0%bf%d0%b8%d0%b4%d0%b5%d0%bc%d0%b8%d1%8f-%d0%b1%d0%bb%d0%b8%d0%b7%d0%be%d1%80%d1%83%d0%ba%d0%be%d1%81%d1%82%d0%b8-%d0%bf%d0%be%d1%87%d0%b5%d0%bc%d1%83-%d0%bf%d0%be%d0%bb%d0%be%d0%b2%d0%b8,https://blog.ksa.ee/%d1%8d%d0%bf%d0%b8%d0%b4%d0%b5%d0%bc%d0%b8%d1%8f-%d0%b1%d0%bb%d0%b8%d0%b7%d0%be%d1%80%d1%83%d0%ba%d0%be%d1%81%d1%82%d0%b8-%d0%bf%d0%be%d1%87%d0%b5%d0%bc%d1%83-%d0%bf%d0%be%d0%bb%d0%be%d0%b2%d0%b8,301
/blogi/10-%d0%bf%d1%80%d0%b8%d1%87%d0%b8%d0%bd-%d0%bf%d0%be%d1%87%d0%b5%d0%bc%d1%83-%d0%bb%d0%b0%d0%b7%d0%b5%d1%80%d0%bd%d0%b0%d1%8f-%d0%ba%d0%be%d1%80%d1%80%d0%b5%d0%ba%d1%86%d0%b8%d1%8f-%d0%b7%d1%80%d0%b5,https://blog.ksa.ee/10-%d0%bf%d1%80%d0%b8%d1%87%d0%b8%d0%bd-%d0%bf%d0%be%d1%87%d0%b5%d0%bc%d1%83-%d0%bb%d0%b0%d0%b7%d0%b5%d1%80%d0%bd%d0%b0%d1%8f-%d0%ba%d0%be%d1%80%d1%80%d0%b5%d0%ba%d1%86%d0%b8%d1%8f-%d0%b7%d1%80%d0%b5,301
/blogi/10-arendavat-ideed-ja-tegevust-taastumisnadalaks,https://blog.ksa.ee/10-arendavat-ideed-ja-tegevust-taastumisnadalaks,301
/blogi/10-igapaevast-harjumust-mis-voivad-kahjustada-silmanagemist,https://blog.ksa.ee/10-igapaevast-harjumust-mis-voivad-kahjustada-silmanagemist,301
/blogi/10-pohjust-miks-just-suvel-vabaneda-prillidest-ja-laatsedest,https://blog.ksa.ee/10-pohjust-miks-just-suvel-vabaneda-prillidest-ja-laatsedest,301
/blogi/10-supertoitu-mida-saate-oma-retseptides-ja-menuudes-kasutada,https://blog.ksa.ee/10-supertoitu-mida-saate-oma-retseptides-ja-menuudes-kasutada,301
/blogi/10-suvist-fakti-flow-2-0-laserprotseduuri-kohta,https://blog.ksa.ee/10-suvist-fakti-flow-2-0-laserprotseduuri-kohta,301
/blogi/100-paeva-sinu-elust-prillide-varjatud-ajamaks-2,https://blog.ksa.ee/100-paeva-sinu-elust-prillide-varjatud-ajamaks-2,301
